"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"PhrDocumentReference","DocumentReference.masterIdentifier","DocumentReference.masterIdentifier","","","",0,1,"","","Y","Identifier {[]} {[]}
","Master Version Specific Identifier","Document identifier as assigned by the source of the document. This identifier is specific to this version of the document. This unique identifier may be used elsewhere to identify this version of the document.","CDA Document Id extension and root.","The structure and format of this Id shall be consistent with the specification corresponding to the formatCode attribute. (e.g. for a DICOM standard document a 64-character numeric UID, for an HL7 CDA format a serialization of the CDA Document Id extension and root in the form ""oid^extension"", where OID is a 64 digits max, and the Id is a 16 UTF-8 char max. If the OID is coded without the extension then the '^' character shall not be included.).","","","","","","","",,,,,"",,,,"DocumentReference.masterIdentifier",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrDocumentReference","DocumentReference.identifier","DocumentReference.identifier","","","",0,*,"","","Y","Identifier {[]} {[]}
","Other identifiers for the document","Other identifiers associated with the document, including version independent identifiers.","","","","","","","","","",,,,,"",,,,"DocumentReference.identifier",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrDocumentReference","DocumentReference.status","DocumentReference.status","","","",1,1,"","Y","Y","code {[]} {[]}
","current | superseded | entered-in-error","The status of this document reference.","This is the status of the DocumentReference object, which might be independent from the docStatus element.

This element is labeled as a modifier because the status contains the codes that mark the document or reference as not currently valid.","","","","","","","","",,"required","The status of the document reference.","http://hl7.org/fhir/ValueSet/document-reference-status|4.0.1","",,,,"DocumentReference.status",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrDocumentReference","DocumentReference.docStatus","DocumentReference.docStatus","","","",0,1,"","","Y","code {[]} {[]}
","preliminary | final | amended | entered-in-error","The status of the underlying document.","The document that is pointed to might be in various lifecycle states.","","","","","","","","",,"required","Status of the underlying document.","http://hl7.org/fhir/ValueSet/composition-status|4.0.1","",,,,"DocumentReference.docStatus",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrDocumentReference","DocumentReference.type","DocumentReference.type","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Kind of document (LOINC if possible)","Specifies the particular kind of document referenced  (e.g. History and Physical, Discharge Summary, Progress Note). This usually equates to the purpose of making the document referenced.","Key metadata element describing the document that describes he exact type of document. Helps humans to assess whether the document is of interest when viewing a list of documents.","","","","","","","","",,"preferred","Precise type of clinical document.","http://hl7.org/fhir/ValueSet/c80-doc-typecodes","",,,,"DocumentReference.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrDocumentReference","DocumentReference.category","DocumentReference.category","","claxs
","",0,*,"","","Y","CodeableConcept {[]} {[]}
","Categorization of document","A categorization for the type of document referenced - helps for indexing and searching. This may be implied by or derived from the code specified in the DocumentReference.type.","Key metadata element describing the the category or classification of the document. This is a broader perspective that groups similar documents based on how they would be used. This is a primary key used in searching.","","","","","","","","",,"example","High-level kind of a clinical document at a macro level.","http://hl7.org/fhir/ValueSet/document-classcodes","",,,,"DocumentReference.category",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrDocumentReference","DocumentReference.subject","DocumentReference.subject","","","",0,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient], CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/Group], CanonicalType[http://hl7.org/fhir/StructureDefinition/Device]]}
","Who/what is the subject of the document","Who or what the document is about. The document can be about a person, (patient or healthcare practitioner), a device (e.g. a machine) or even a group of subjects (such as a document about a herd of farm animals, or a set of patients that share a common exposure).","","","","","","","","","",,,,,"",,,,"DocumentReference.subject",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrDocumentReference","DocumentReference.date","DocumentReference.date","","indexed
","",0,1,"","","Y","instant {[]} {[]}
","When this document reference was created","When the document reference was created.","Referencing/indexing time is used for tracking, organizing versions and searching.","","","","","","","","",,,,,"",,,,"DocumentReference.date",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrDocumentReference","DocumentReference.author","DocumentReference.author","","","",0,*,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization], CanonicalType[http://hl7.org/fhir/StructureDefinition/Device], CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient], CanonicalType[http://hl7.org/fhir/StructureDefinition/RelatedPerson]]}
","Who and/or what authored the document","Identifies who is responsible for adding the information to the document.","Not necessarily who did the actual data entry (i.e. typist) or who was the source (informant).","","","","","","","","",,,,,"",,,,"DocumentReference.author",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrDocumentReference","DocumentReference.authenticator","DocumentReference.authenticator","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization]]}
","Who/what authenticated the document","Which person or organization authenticates that this document is valid.","Represents a participant within the author institution who has legally authenticated or attested the document. Legal authentication implies that a document has been signed manually or electronically by the legal Authenticator.","","","","","","","","",,,,,"",,,,"DocumentReference.authenticator",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrDocumentReference","DocumentReference.custodian","DocumentReference.custodian","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization]]}
","Organization which maintains the document","Identifies the organization or group who is responsible for ongoing maintenance of and access to the document.","Identifies the logical organization (software system, vendor, or department) to go to find the current version, where to report issues, etc. This is different from the physical location (URL, disk drive, or server) of the document, which is the technical location of the document, which host may be delegated to the management of some other organization.","","","","","","","","",,,,,"",,,,"DocumentReference.custodian",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrDocumentReference","DocumentReference.relatesTo","DocumentReference.relatesTo","","","",0,*,"","","Y","BackboneElement {[]} {[]}
","Relationships to other documents","Relationships that this document has with other document references that already exist.","This element is labeled as a modifier because documents that append to other documents are incomplete on their own.","","","","","","","","",,,,,"",,,,"DocumentReference.relatesTo",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrDocumentReference","DocumentReference.relatesTo.id","DocumentReference.relatesTo.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"PhrDocumentReference","DocumentReference.relatesTo.extension","DocumentReference.relatesTo.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"PhrDocumentReference","DocumentReference.relatesTo.modifierExtension","DocumentReference.relatesTo.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"PhrDocumentReference","DocumentReference.relatesTo.code","DocumentReference.relatesTo.code","","","",1,1,"","","Y","code {[]} {[]}
","replaces | transforms | signs | appends","The type of relationship that this document has with anther document.","If this document appends another document, then the document cannot be fully understood without also accessing the referenced document.","","","","","","","","",,"required","The type of relationship between documents.","http://hl7.org/fhir/ValueSet/document-relationship-type|4.0.1","",,,,"DocumentReference.relatesTo.code",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrDocumentReference","DocumentReference.relatesTo.target","DocumentReference.relatesTo.target","","","",1,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/DocumentReference]]}
","Target of the relationship","The target document of this relationship.","","","","","","","","","",,,,,"",,,,"DocumentReference.relatesTo.target",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrDocumentReference","DocumentReference.description","DocumentReference.description","","","",0,1,"","","Y","string {[]} {[]}
","Human-readable description","Human-readable description of the source document.","What the document is about,  a terse summary of the document.","Helps humans to assess whether the document is of interest.","","","","","","","",,,,,"",,,,"DocumentReference.description",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrDocumentReference","DocumentReference.securityLabel","DocumentReference.securityLabel","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","Document security-tags","A set of Security-Tag codes specifying the level of privacy/security of the Document. Note that DocumentReference.meta.security contains the security labels of the ""reference"" to the document, while DocumentReference.securityLabel contains a snapshot of the security labels on the document the reference refers to.","The confidentiality codes can carry multiple vocabulary items. HL7 has developed an understanding of security and privacy tags that might be desirable in a Document Sharing environment, called HL7 Healthcare Privacy and Security Classification System (HCS). The following specification is recommended but not mandated, as the vocabulary bindings are an administrative domain responsibility. The use of this method is up to the policy domain such as the XDS Affinity Domain or other Trust Domain where all parties including sender and recipients are trusted to appropriately tag and enforce.   

In the HL7 Healthcare Privacy and Security Classification (HCS) there are code systems specific to Confidentiality, Sensitivity, Integrity, and Handling Caveats. Some values would come from a local vocabulary as they are related to workflow roles and special projects.","Use of the Health Care Privacy/Security Classification (HCS) system of security-tag use is recommended.","","","","","","","",,"extensible","Security Labels from the Healthcare Privacy and Security Classification System.","http://hl7.org/fhir/ValueSet/security-labels","",,,,"DocumentReference.securityLabel",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrDocumentReference","DocumentReference.content","DocumentReference.content","","","",1,*,"","","Y","BackboneElement {[]} {[]}
","Document referenced","The document and format referenced. There may be multiple content element repetitions, each with a different format.","","","","","","","","","",,,,,"",,,,"DocumentReference.content",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrDocumentReference","DocumentReference.content.id","DocumentReference.content.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"PhrDocumentReference","DocumentReference.content.extension","DocumentReference.content.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"PhrDocumentReference","DocumentReference.content.modifierExtension","DocumentReference.content.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"PhrDocumentReference","DocumentReference.content.attachment","DocumentReference.content.attachment","","","",1,1,"","","Y","Attachment {[]} {[]}
","Where to access the document","The document or URL of the document along with critical metadata to prove content has integrity.","","","","","","","","","",,,,,"",,,,"DocumentReference.content.attachment",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrDocumentReference","DocumentReference.content.format","DocumentReference.content.format","","","",0,1,"","","Y","Coding {[]} {[]}
","Format/content rules for the document","An identifier of the document encoding, structure, and template that the document conforms to beyond the base format indicated in the mimeType.","Note that while IHE mostly issues URNs for format types, not all documents can be identified by a URI.","","","","","","","","",,"preferred","Document Format Codes.","http://hl7.org/fhir/ValueSet/formatcodes","",,,,"DocumentReference.content.format",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrDocumentReference","DocumentReference.context","DocumentReference.context","","","",0,1,"","","Y","BackboneElement {[]} {[]}
","Clinical context of document","The clinical context in which the document was prepared.","These values are primarily added to help with searching for interesting/relevant documents.","","","","","","","","",,,,,"",,,,"DocumentReference.context",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrDocumentReference","DocumentReference.context.id","DocumentReference.context.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"PhrDocumentReference","DocumentReference.context.extension","DocumentReference.context.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"PhrDocumentReference","DocumentReference.context.modifierExtension","DocumentReference.context.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"PhrDocumentReference","DocumentReference.context.encounter","DocumentReference.context.encounter","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Encounter], CanonicalType[http://hl7.org/fhir/StructureDefinition/EpisodeOfCare]]}
","Context of the document  content","Describes the clinical encounter or type of care that the document content is associated with.","","","","","","","","","",,,,,"",,,,"DocumentReference.context.encounter",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrDocumentReference","DocumentReference.context.event","DocumentReference.context.event","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Main clinical acts documented","This list of codes represents the main clinical acts, such as a colonoscopy or an appendectomy, being documented. In some cases, the event is inherent in the type Code, such as a ""History and Physical Report"" in which the procedure being documented is necessarily a ""History and Physical"" act.","An event can further specialize the act inherent in the type, such as  where it is simply ""Procedure Report"" and the procedure was a ""colonoscopy"". If one or more event codes are included, they shall not conflict with the values inherent in the class or type elements as such a conflict would create an ambiguous situation.","","","","","","","","",,"example","This list of codes represents the main clinical acts being documented.","http://terminology.hl7.org/ValueSet/v3-ActCode","",,,,"DocumentReference.context.event",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrDocumentReference","DocumentReference.context.period","DocumentReference.context.period","","","",0,1,"","","Y","Period {[]} {[]}
","Time of service that is being documented","The time period over which the service that is described by the document was provided.","","","","","","","","","",,,,,"",,,,"DocumentReference.context.period",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrDocumentReference","DocumentReference.context.facilityType","DocumentReference.context.facilityType","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Kind of facility where patient was seen","The kind of facility where the patient was seen.","","","","","","","","","",,"example","XDS Facility Type.","http://hl7.org/fhir/ValueSet/c80-facilitycodes","",,,,"DocumentReference.context.facilityType",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrDocumentReference","DocumentReference.context.practiceSetting","DocumentReference.context.practiceSetting","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Additional details about where the content was created (e.g. clinical specialty)","This property may convey specifics about the practice setting where the content was created, often reflecting the clinical specialty.","This element should be based on a coarse classification system for the class of specialty practice. Recommend the use of the classification system for Practice Setting, such as that described by the Subject Matter Domain in LOINC.","This is an important piece of metadata that providers often rely upon to quickly sort and/or filter out to find specific content.","","","","","","","",,"example","Additional details about where the content was created (e.g. clinical specialty).","http://hl7.org/fhir/ValueSet/c80-practice-codes","",,,,"DocumentReference.context.practiceSetting",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrDocumentReference","DocumentReference.context.sourcePatientInfo","DocumentReference.context.sourcePatientInfo","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient]]}
","Patient demographics from source","The Patient Information as known when the document was published. May be a reference to a version specific, or contained.","","","","","","","","","",,,,,"",,,,"DocumentReference.context.sourcePatientInfo",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrDocumentReference","DocumentReference.context.related","DocumentReference.context.related","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource]]}
","Related identifiers or resources","Related identifiers or resources associated with the DocumentReference.","May be identifiers or resources that caused the DocumentReference or referenced Document to be created.","","","","","","","","",,,,,"",,,,"DocumentReference.context.related",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"apple-health-kit-sample","apple-health-kit-sample","apple-health-kit-sample","","","",0,*,"","","","null {[]} {[]}
","Apple HealthKit Sample Logical Model","Data elements for the Apple HealthKit HKSample.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"apple-health-kit-sample","apple-health-kit-sample.uuid","apple-health-kit-sample.uuid","","","",1,1,"","","","string {[]} {[]}
","The universally unique identifier (UUID) for this HealthKit object.","The universally unique identifier (UUID) for this HealthKit object.","","","","","","","","","",,,,,"",,,,"apple-health-kit-object.uuid",1,1,"",""
"apple-health-kit-sample","apple-health-kit-sample.metadata","apple-health-kit-sample.metadata","","","",0,*,"","","","BackboneElement {[]} {[]}
","The metadata for this HealthKit object.","The metadata for this HealthKit object.","","","","","","","","","",,,,,"",,,,"apple-health-kit-object.metadata",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"apple-health-kit-sample","apple-health-kit-sample.metadata.id","apple-health-kit-sample.metadata.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"apple-health-kit-sample","apple-health-kit-sample.metadata.extension","apple-health-kit-sample.metadata.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"apple-health-kit-sample","apple-health-kit-sample.metadata.modifierExtension","apple-health-kit-sample.metadata.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"apple-health-kit-sample","apple-health-kit-sample.metadata.key","apple-health-kit-sample.metadata.key","","","",1,1,"","","","string {[]} {[]}
","Constants used to add metadata to objects stored in HealthKit.","Constants used to add metadata to objects stored in HealthKit.","","","","","","","","","",,,,,"",,,,"apple-health-kit-object.metadata.key",1,1,"",""
"apple-health-kit-sample","apple-health-kit-sample.metadata.value[x]","apple-health-kit-sample.metadata.value[x]","","","",1,1,"","","","string {[]} {[]}
dateTime {[]} {[]}integer {[]} {[]}decimal {[]} {[]}boolean {[]} {[]}positiveInt {[]} {[]}unsignedInt {[]} {[]}","The metadata dictionary value.","The metadata dictionary value.","","","","","","","","","",,,,,"",,,,"apple-health-kit-object.metadata.value[x]",1,1,"",""
"apple-health-kit-sample","apple-health-kit-sample.device","apple-health-kit-sample.device","","","",0,1,"","","","BackboneElement {[]} {[]}
","The device that generated the data for this object.","The device that generated the data for this object.","","","","","","","","","",,,,,"",,,,"apple-health-kit-object.device",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"apple-health-kit-sample","apple-health-kit-sample.device.id","apple-health-kit-sample.device.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"apple-health-kit-sample","apple-health-kit-sample.device.extension","apple-health-kit-sample.device.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
